鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總樓層數Eng
大雅區,房地(土地+建物),臺中市大雅區大林路271巷23之7號,94.0,,特定農業區,甲種建築用地,1080302,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1000114.0,174.77,5,3,3,有,有,11680000,66831.0,,0.0,0,含增建或未登記建物。；簽約人與登記人不同。前院停車。,RPUPMLMLMHOFFHB88CA,160.31,0.0,14.46,,,4.0
潭子區,房地(土地+建物),臺中市潭子區福潭路６８號,102.32,住,,,1080308,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,860704.0,214.29,4,2,3,有,無,8500000,39666.0,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPQOMLOLMHOFFHB58CA,204.43,0.0,9.86,,,3.0
大雅區,房地(土地+建物),臺中市大雅區神林南路４３巷４５號四樓之2,23.8,住,,,1080219,土地4建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800830.0,110.45,3,2,2,有,有,4300000,38932.0,,0.0,0,,RPRNMLQKMHOFFHB68CA,77.96,1.51,15.25,,,6.0
潭子區,房地(土地+建物),臺中市潭子區大新路５９巷４２號,68.17,住,,,1080216,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,871216.0,158.17,4,3,2,有,無,11068000,69975.0,,0.0,0,,RPPOMLMKMHOFFHB18CA,146.71,0.0,11.46,,,3.0
大甲區,房地(土地+建物),臺中市大甲區工二路４之１８０號,16.67,,工業區,丁種建築用地,1080316,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811101.0,77.11,2,2,1,有,有,2200000,28531.0,,0.0,0,,RPQNMLMLMHOFFEB97CA,54.7,4.38,5.86,,,7.0
大甲區,房地(土地+建物),臺中市大甲區中山路一段１３０５號,139.38,住,,,1080318,土地1建物1車位0,全,一層,透天厝,見其他登記事項,加強磚造,741213.0,84.5,3,1,1,有,無,5000000,59172.0,,0.0,0,親友、員工或其他特殊關係間之交易。04.含增建或未登記建物。,RPQNMLMKMHOFFEB87CA,84.5,0.0,0.0,,,1.0
沙鹿區,房地(土地+建物),臺中市沙鹿區保安路５５巷１２號六樓,28.1,商,,,1080317,土地3建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,940103.0,115.83,3,2,2,有,無,4900000,42303.0,,0.0,0,,RPUNMLLKMHOFFFB28CA,77.0,3.58,7.41,,,7.0
清水區,房地(土地+建物),臺中市清水區鰲新路145巷25號,113.14,住,,,1080317,土地4建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1031227.0,183.17,5,2,3,有,無,8600000,46951.0,,0.0,0,,RPTNMLMKMHOFFFB28CA,177.99,0.0,5.18,,,4.0
沙鹿區,房地(土地+建物),臺中市沙鹿區星河路８６０號,122.22,住,,,1080226,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,950919.0,224.69,6,2,4,有,有,9500000,42280.0,,0.0,0,含增建或未登記建物。,RPUPMLRKMHOFFFB09CA,200.34,4.08,17.6,,,4.0
清水區,房地(土地+建物),臺中市清水區南社里7鄰星海路105巷16號,76.0,住,,,1080311,土地2建物1車位0,全,二層,透天厝,見其他登記事項,見其他登記事項,710227.0,114.39,4,2,2,有,無,3000000,26226.0,,0.0,0,親友、員工或其他特殊關係間之交易。；含增建或未登記建物。；瑕疵物件之交易。；,RPQPMLNLMHOFFFB38CA,114.4,0.0,0.0,,,2.0
沙鹿區,房地(土地+建物),臺中市沙鹿區福至路１００巷５５弄４９號,70.18,住,,,1080308,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,940614.0,163.29,7,2,4,有,無,7000000,42869.0,,0.0,0,含增建或未登記建物。；,RPPPMLTKMHOFFFB78CA,138.82,2.54,21.93,,,4.0
梧棲區,房地(土地+建物)+車位,臺中市梧棲區四維路１０６巷２３號,24.4,商,,,1080325,土地1建物1車位1,一層，二層,十層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1061130.0,180.09,0,0,0,無,有,8200000,45533.0,坡道平面,0.0,0,,RPRNMLTKMHOFFFB78CA,121.96,0.0,4.89,,,10.0
梧棲區,房地(土地+建物)+車位,臺中市梧棲區四維路１０６巷２９號十樓之７,17.81,商,,,1080323,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1061130.0,148.73,3,2,2,有,有,5000000,33618.0,坡道平面,0.0,0,,RPSNMLTKMHOFFFB88CA,78.71,0.0,6.9,,,10.0
梧棲區,房地(土地+建物)+車位,臺中市梧棲區中正路５２３巷２３號五樓之３,51.78,住,,,1080321,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071114.0,179.82,3,2,2,有,有,6030000,33534.0,一樓平面,4.62,0,,RPQNMLMJNHOFFFB97CA,109.67,0.0,12.74,,,5.0
梧棲區,房地(土地+建物)+車位,臺中市梧棲區中正路５２３巷２３號二樓之５,48.14,住,,,1080321,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071114.0,166.35,3,2,2,有,有,5620000,33784.0,一樓平面,4.62,0,,RPRNMLMJNHOFFFB08CA,99.11,0.0,14.08,,,5.0
清水區,房地(土地+建物),臺中市清水區港新五路２１７號五樓之３,12.86,商,,,1080218,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060905.0,97.13,2,2,1,有,有,3880000,39946.0,,0.0,0,,RPTNMLRLMHOFFFB88CA,62.24,0.0,4.9,,,15.0
